Vattentemperatur,E. coli,E. coli prefix,Intestinala enterokocker prefix,Intestinala enterokocker,Län,Kommun,Badplats,Eu-bad,Latitud,Longitud,Badplatstyp,Datum,Vädertyp,Kvalitet,Algblomning
20,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001582""  target = ""_blank"">Bohult</a>",N,"56,5832493357086","14,4475036165245",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"21,3",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001582""  target = ""_blank"">Bohult</a>",N,"56,5832493357086","14,4475036165245",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
"17,1",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001582""  target = ""_blank"">Bohult</a>",N,"56,5832493357086","14,4475036165245",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001583""  target = ""_blank"">Övden</a>",N,"56,6208703462453","14,5052895109005",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"18,7",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001583""  target = ""_blank"">Övden</a>",N,"56,6208703462453","14,5052895109005",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
"17,4",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001583""  target = ""_blank"">Övden</a>",N,"56,6208703462453","14,5052895109005",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,20,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001584""  target = ""_blank"">Ulvö</a>",N,"56,5938911179052","14,6470334589189",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,5",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001584""  target = ""_blank"">Ulvö</a>",N,"56,5938911179052","14,6470334589189",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
"17,5",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001584""  target = ""_blank"">Ulvö</a>",N,"56,5938911179052","14,6470334589189",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001585""  target = ""_blank"">Hulevik</a>",N,"56,624957329762","14,6175691930269",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"17,5",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001585""  target = ""_blank"">Hulevik</a>",N,"56,624957329762","14,6175691930269",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
"16,5",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001585""  target = ""_blank"">Hulevik</a>",N,"56,624957329762","14,6175691930269",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
18,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001586""  target = ""_blank"">Torne</a>",N,"56,6947972232469","14,6047590037135",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"18,4",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001586""  target = ""_blank"">Torne</a>",N,"56,6947972232469","14,6047590037135",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
"16,7",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001586""  target = ""_blank"">Torne</a>",N,"56,6947972232469","14,6047590037135",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"20,2",10,<,<,20,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001589""  target = ""_blank"">Spånen</a>",N,"56,9136206537397","14,5911707539965",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
18,20,<,<,30,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001589""  target = ""_blank"">Spånen</a>",N,"56,9136206537397","14,5911707539965",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001589""  target = ""_blank"">Spånen</a>",N,"56,9136206537397","14,5911707539965",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,3",20,<,<,30,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001590""  target = ""_blank"">Hjortsberga</a>",N,"56,9195000402998","14,4469671527984",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001590""  target = ""_blank"">Hjortsberga</a>",N,"56,9195000402998","14,4469671527984",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001590""  target = ""_blank"">Hjortsberga</a>",N,"56,9195000402998","14,4469671527984",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,5",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001592""  target = ""_blank"">Agnasjön, Agnaryds badplats</a>",N,"57,0066915460314","14,3970427780482",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
18,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001592""  target = ""_blank"">Agnasjön, Agnaryds badplats</a>",N,"57,0066915460314","14,3970427780482",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001592""  target = ""_blank"">Agnasjön, Agnaryds badplats</a>",N,"57,0066915460314","14,3970427780482",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,8",10,<,<,30,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001593""  target = ""_blank"">Sörsjön</a>",N,"57,0233447037982","14,4828645486652",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
18,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001593""  target = ""_blank"">Sörsjön</a>",N,"57,0233447037982","14,4828645486652",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001593""  target = ""_blank"">Sörsjön</a>",N,"57,0233447037982","14,4828645486652",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,3",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001594""  target = ""_blank"">Åboda</a>",N,"57,083972285238","14,4750980083562",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
18,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001594""  target = ""_blank"">Åboda</a>",N,"57,083972285238","14,4750980083562",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
16,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001594""  target = ""_blank"">Åboda</a>",N,"57,083972285238","14,4750980083562",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,4",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001595""  target = ""_blank"">Lidnäs</a>",N,"57,0729442590637","14,6011370539763",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001595""  target = ""_blank"">Lidnäs</a>",N,"57,0729442590637","14,6011370539763",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
15,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001595""  target = ""_blank"">Lidnäs</a>",N,"57,0729442590637","14,6011370539763",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001596""  target = ""_blank"">Sjöanäs</a>",N,"56,9771804913993","14,6167311204599",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001596""  target = ""_blank"">Sjöanäs</a>",N,"56,9771804913993","14,6167311204599",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
16,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001596""  target = ""_blank"">Sjöanäs</a>",N,"56,9771804913993","14,6167311204599",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"20,1",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001598""  target = ""_blank"">Dansjön</a>",N,"56,9429187707096","14,5749369894368",Sjö,2015-07-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001598""  target = ""_blank"">Dansjön</a>",N,"56,9429187707096","14,5749369894368",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
17,10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000001598""  target = ""_blank"">Dansjön</a>",N,"56,9429187707096","14,5749369894368",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,10,<,<,50,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000004377""  target = ""_blank"">Sjöby badplats</a>",N,"56,7389880012523","14,5866802839675",Sjö,2015-07-23 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,450,<,<,450,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000004377""  target = ""_blank"">Sjöby badplats</a>",N,"56,7389880012523","14,5866802839675",Sjö,2015-07-21 00:00:00,Viss molnighet,Otjänligt,Ingen blomning
"18,4",10,<,<,10,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000004377""  target = ""_blank"">Sjöby badplats</a>",N,"56,7389880012523","14,5866802839675",Sjö,2015-06-30 00:00:00,Klart,Tjänligt,Ingen blomning
"16,3",10,<,<,20,Kronoberg,Alvesta,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920764000004377""  target = ""_blank"">Sjöby badplats</a>",N,"56,7389880012523","14,5866802839675",Sjö,2015-06-09 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"20,5",10,=,<,10,Kronoberg,Lessebo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920761000001395""  target = ""_blank"">Läen, Lessebo badplats</a>",N,"56,746210627575","15,2879523125643",Sjö,2015-08-04 00:00:00,Klart,Tjänligt,Ingen blomning
"19,7",10,=,=,10,Kronoberg,Lessebo,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0920761000001395""  target = ""_blank"">Läen, Lessebo badplats</a>",N,"56,746210627575","15,2879523125643",Sjö,2015-07-22 00:00:00,Mulet,Tjänligt,Ingen blomning
